text,sentiment
Would have given more stars if the add folder option was not removed from the original Wunderlist To Do List. I also used to be able to take photos offline and they will be automatically uploaded when I'm online. Now I must be online to even use my camera. I also do not like the idea that when you add a new note or something it stays at the bottom. These notes should automatically move to the top like how it did in Wunderlist. Otherwise the App is helpful for most of what I do.,neutral
 Haha and you should! State pride is important,positive
Dang my own LDBF didnt give me a Follow Friday shot out,negative
Listening to Someday We`ll Know... It`s raining!!!!,neutral
"When youre kawawa, you make me kawawa cuz i hate seeing you so kawawa`s  ohhhhh <3",negative
Going to Jack`s for dinner with my BFF!,neutral
Watching maxium 100. Why can`t I look beautiful like those girls.,negative
Unable to manage easily.. complicated,negative
"waiting for amy so me, her and  can go see the hannah montanna movie!!!",neutral
"alright, back from my twitter decompression  Happy monday folks, what`s the good word?",positive
i miss our walks home together,negative
" A mocha at 12:30am? My, youï¿½re brave",positive
  Great!  I was hoping to run under 40mins and ended up doing 39:07  Woo hoo!  Gotta love the C25k,positive
 welcome home babe!,positive
 Happy frickin` birthday!  Try not to be too bitter about sharing your day with your lovely wife and all other mothers out there.,positive
"Oopsie, the origami box I just made looks like a strawberry! should I be allowed to teach?",neutral
Booo. Finally I could get back on here. My Internet went out,neutral
"Love the app, but there is a bug in the current version of the app where ""next week"" actually schedules things for two weeks out. Actually scheduling in general in the app seems a little wonky. These are new issues as of a few weeks ago. Otherwise it would be 5 stars.",positive
 yea me too  lol,neutral
"Scary lightning and thunder  I`m glad it`s over now. Going to sleep, I hope I`m not late to school tomorow again. Haha",positive
"is starting her pre europe diet today  goodbye midnight snacks, goodbye iced tea, hello momol. HAHAHAHAHA! http://plurk.com/p/rplpr",neutral
is terrible at saving money..,negative
Ticktick is much better.,negative
 Happy Birthday!!!!!,positive
http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.,positive
glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate,positive
taking a break from sewing to do some dishes,neutral
 isn`t that a local dish? borrow,neutral
I can`t help it if I`m a GRAMMAR NAZI!,neutral
Great app does everything I need with multiple accounts.,positive
Is listening to the new jonas brothers song,neutral
 nothing is going on here is guess,neutral
" Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon.",neutral
"hillsong tom. night, and dad`s birthday! i wish i could see him on his bday though.",positive
Well good job to my two cousins that are graduates! Good luck in life!!!  <never wear your pajama pants to school  >,positive
sorry guys i didn`t sign in for a while  sorry every1,negative
whats wrong with my flickr  http://www.flickr.com/photos/frenchtoastcake/ my quilt top photo only shows when you click on it! SAD STORY!!!,negative
Lost a battle with the couch....phone has been blowing up,neutral
 it`s the best day ever. it`s my birthday,positive
Seeing people today made me realize I really miss someone. But I also miss my grandpa he`s been gone 17 years  oh! but my moms mamagra ...,negative
" also, try Friendly Fires if you haven`t already heard them. great stuff  AND Florence and The Machine. Great, great music",positive
"probably going to miss Silverstone`s race again this season in iRacing , so sad   this track is pure laser scanned awesomeness",neutral
r u still there? ? I guess not    i want to talk to you,neutral
" it was a biligual sweatshop LOL I talk 2 him once in a while but not as much, he got an r6",negative
It's the perfect kind of list I've tried. Everything is great. It could be better if we had a calendar view as well.,positive
i`m gonna miss eddy if we`re half the country apart,negative
 Same to your mom too pril,positive
Full of promise but the lack of word wrapping means task detail is hidden. Particularly bad for sub tasks where the font is also larger and therefore exacerbates the issue. If and when this is resolved I'll be able to use the app and give a more balanced appraisal.,neutral
" won`t be able to manage 3 nights babe, have lil ones depending on me here!!  ****",neutral
"Google going down means DoubleClick goes down too, means I can`t get any work done.",negative
Im so need it,positive
 Thanks! (followed me back),positive
 Sorry I can not reach either URL,negative
   grats to aaron and christine,neutral
Just have to say again how much I like the new twitteriffic,positive
 doing research in the library (the building next to that one) will help explain. and not just reading,neutral
Really nervous about my animal rights presentation next period,negative
Going to miss my roomie ... We will no longer be roomies starting tomorrow,negative
"too tired, i canï¿½t stay awake..but i must finish work for sunday",negative
Another Friday night in. Man being skint is rubbish.,negative
57 days till my 18th B-day,neutral
"If you like checking boxes off, this is a great app. You can create lists, sublists, and even nest tasks inside of a list. It's a great organizational list app.",positive
": Your mail server just rejected a simple, plain reply to you as potential spam/virus threat. Not Good",negative
" :3, Youtube loves my HD videos  well maybe.",positive
Very Good!,positive
"A very good rip-off of LifeRPG—taking all of the useful features of task management, reward motivation, and RPG-style stat levels, and making the UI simpler and more user-friendly. Seems to be monetizing the idea though, putting in ads and lots of in-app purchases and requiring a RECURRING payment subscription rather than one-time purchase to unlock features",positive
  Happy Mother`s Day to ya tomorrow,positive
" ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing & not clunky. -just a few!",neutral
"has burnt my hand on the cooker, it hurts",negative
writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.,neutral
My legs are so **** sore. And my feet hurt to walk. Whataday,negative
just listened to Domination by Pantera on Grooveshark: http://tinysong.com/36pz,neutral
"getting ready to go read, pray, and go to bed. Enjoy the rest of the night",positive
"TodaY was better. My Panda can eally cheer me up. I dont know, I am Happy, Like the legit happy.",positive
well.. i just saw the dead zone for the first time. its a good TV show.  is back,neutral
"Youtube`s tubes appear to be clogging up somewhat today, connection errors a plenty.",negative
@_kotenok !!  ... maybe they took one look at you and said 'That`s our girl!',neutral
 like almost above my sholders,neutral
getting rained out @ the devon horse show.  *head desk*,neutral
  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,positive
happy star wars dayyyy =D and hbd to uncle LEE,positive
Pulled out the breakfast sausage for Mothers Day. Hopefully the baby sleeps in,positive
Was quite amusing watching Pangaea sing 'F*** Killah Priest!' I guess he won`t be featuring on their album,positive
  what`s the deal.,neutral
"longest flight EVER. not particularly unpleasant or uncomfortable, just really really long",neutral
 go for the 1 that you want to go to most? my bro had to switch when he did his 1st time  it`s www.direct.gov.uk/studentfinance :],neutral
Its always lagging and hanging up and not moving and Ive cleaned my phone storage and its still the same. Un installed/installed it 3-4 times already but its still the same. I dont know what it is about the app but one more crash I'll never go back to using this app and tell.my friends to do the same. Sheesh,negative
